id,left,top,right,bottom,NYECount,Dec1count
234,1099969.889,5373156.1482,1109969.889,5363156.1482,,
235,1099969.889,5363156.1482,1109969.889,5353156.1482,,
236,1099969.889,5353156.1482,1109969.889,5343156.1482,,
237,1099969.889,5343156.1482,1109969.889,5333156.1482,,
238,1099969.889,5333156.1482,1109969.889,5323156.1482,,
239,1099969.889,5323156.1482,1109969.889,5313156.1482,,
240,1099969.889,5313156.1482,1109969.889,5303156.1482,,
241,1099969.889,5303156.1482,1109969.889,5293156.1482,,
242,1099969.889,5293156.1482,1109969.889,5283156.1482,,
243,1099969.889,5283156.1482,1109969.889,5273156.1482,,
244,1099969.889,5273156.1482,1109969.889,5263156.1482,,
245,1099969.889,5263156.1482,1109969.889,5253156.1482,,
246,1099969.889,5253156.1482,1109969.889,5243156.1482,,
247,1099969.889,5243156.1482,1109969.889,5233156.1482,,
248,1099969.889,5233156.1482,1109969.889,5223156.1482,,
249,1099969.889,5223156.1482,1109969.889,5213156.1482,,
250,1099969.889,5213156.1482,1109969.889,5203156.1482,,
251,1099969.889,5203156.1482,1109969.889,5193156.1482,,
252,1099969.889,5193156.1482,1109969.889,5183156.1482,,
253,1099969.889,5183156.1482,1109969.889,5173156.1482,,
254,1099969.889,5173156.1482,1109969.889,5163156.1482,,
255,1099969.889,5163156.1482,1109969.889,5153156.1482,,
256,1099969.889,5153156.1482,1109969.889,5143156.1482,,
257,1099969.889,5143156.1482,1109969.889,5133156.1482,,
258,1099969.889,5133156.1482,1109969.889,5123156.1482,,
259,1099969.889,5123156.1482,1109969.889,5113156.1482,,
260,1099969.889,5113156.1482,1109969.889,5103156.1482,,
261,1099969.889,5103156.1482,1109969.889,5093156.1482,,
262,1099969.889,5093156.1482,1109969.889,5083156.1482,,
263,1099969.889,5083156.1482,1109969.889,5073156.1482,,
264,1099969.889,5073156.1482,1109969.889,5063156.1482,,
265,1099969.889,5063156.1482,1109969.889,5053156.1482,,
266,1099969.889,5053156.1482,1109969.889,5043156.1482,,
267,1099969.889,5043156.1482,1109969.889,5033156.1482,,
268,1099969.889,5033156.1482,1109969.889,5023156.1482,,
269,1099969.889,5023156.1482,1109969.889,5013156.1482,,
270,1099969.889,5013156.1482,1109969.889,5003156.1482,,
271,1099969.889,5003156.1482,1109969.889,4993156.1482,,
272,1099969.889,4993156.1482,1109969.889,4983156.1482,,
273,1099969.889,4983156.1482,1109969.889,4973156.1482,,
274,1099969.889,4973156.1482,1109969.889,4963156.1482,,
275,1099969.889,4963156.1482,1109969.889,4953156.1482,,
276,1099969.889,4953156.1482,1109969.889,4943156.1482,253585.6621,133388.99
277,1099969.889,4943156.1482,1109969.889,4933156.1482,1599787.6751,841506.812
278,1099969.889,4933156.1482,1109969.889,4923156.1482,3457971.6141,1818933.046
279,1099969.889,4923156.1482,1109969.889,4913156.1482,4330479.1181,2277882.079
280,1099969.889,4913156.1482,1109969.889,4903156.1482,3210986.2662,1689015.897
281,1099969.889,4903156.1482,1109969.889,4893156.1482,4663334.1215,2452967.659
