id,left,top,right,bottom,NYECount,Dec1count
4433,2146556.9662,5737864.9471,2156556.9662,5687864.9471,,
4434,2146556.9662,5687864.9471,2156556.9662,5637864.9471,,
4435,2146556.9662,5637864.9471,2156556.9662,5587864.9471,,
4436,2146556.9662,5587864.9471,2156556.9662,5537864.9471,,
4437,2146556.9662,5537864.9471,2156556.9662,5487864.9471,,
4438,2146556.9662,5487864.9471,2156556.9662,5437864.9471,,
4439,2146556.9662,5437864.9471,2156556.9662,5387864.9471,,
4440,2146556.9662,5387864.9471,2156556.9662,5337864.9471,,
4441,2146556.9662,5337864.9471,2156556.9662,5287864.9471,,
4442,2146556.9662,5287864.9471,2156556.9662,5237864.9471,,
4443,2146556.9662,5237864.9471,2156556.9662,5187864.9471,,
4444,2146556.9662,5187864.9471,2156556.9662,5137864.9471,,
4445,2146556.9662,5137864.9471,2156556.9662,5087864.9471,,
4446,2146556.9662,5087864.9471,2156556.9662,5037864.9471,,
4447,2146556.9662,5037864.9471,2156556.9662,4987864.9471,,
4448,2146556.9662,4987864.9471,2156556.9662,4937864.9471,,
4449,2146556.9662,4937864.9471,2156556.9662,4887864.9471,,
4450,2146556.9662,4887864.9471,2156556.9662,4837864.9471,,
4451,2146556.9662,4837864.9471,2156556.9662,4787864.9471,,
4452,2146556.9662,4787864.9471,2156556.9662,4737864.9471,,
4453,2146556.9662,4737864.9471,2156556.9662,4687864.9471,,
4454,2146556.9662,4687864.9471,2156556.9662,4637864.9471,,
4455,2156556.9662,6337864.9471,2166556.9662,6287864.9471,,
4456,2156556.9662,6287864.9471,2166556.9662,6237864.9471,,
4457,2156556.9662,6237864.9471,2166556.9662,6187864.9471,,
4458,2156556.9662,6187864.9471,2166556.9662,6137864.9471,,
4459,2156556.9662,6137864.9471,2166556.9662,6087864.9471,,
4460,2156556.9662,6087864.9471,2166556.9662,6037864.9471,,
4461,2156556.9662,6037864.9471,2166556.9662,5987864.9471,,
4462,2156556.9662,5987864.9471,2166556.9662,5937864.9471,,
4463,2156556.9662,5937864.9471,2166556.9662,5887864.9471,,
4464,2156556.9662,5887864.9471,2166556.9662,5837864.9471,,
4465,2156556.9662,5837864.9471,2166556.9662,5787864.9471,,
4466,2156556.9662,5787864.9471,2166556.9662,5737864.9471,,
4467,2156556.9662,5737864.9471,2166556.9662,5687864.9471,,
4468,2156556.9662,5687864.9471,2166556.9662,5637864.9471,,
4469,2156556.9662,5637864.9471,2166556.9662,5587864.9471,,
4470,2156556.9662,5587864.9471,2166556.9662,5537864.9471,,
4471,2156556.9662,5537864.9471,2166556.9662,5487864.9471,,
4472,2156556.9662,5487864.9471,2166556.9662,5437864.9471,,
4473,2156556.9662,5437864.9471,2166556.9662,5387864.9471,,
4474,2156556.9662,5387864.9471,2166556.9662,5337864.9471,,
4475,2156556.9662,5337864.9471,2166556.9662,5287864.9471,,
4476,2156556.9662,5287864.9471,2166556.9662,5237864.9471,,
4477,2156556.9662,5237864.9471,2166556.9662,5187864.9471,,
4478,2156556.9662,5187864.9471,2166556.9662,5137864.9471,,
4479,2156556.9662,5137864.9471,2166556.9662,5087864.9471,,
4480,2156556.9662,5087864.9471,2166556.9662,5037864.9471,,
4481,2156556.9662,5037864.9471,2166556.9662,4987864.9471,,
4482,2156556.9662,4987864.9471,2166556.9662,4937864.9471,,
4483,2156556.9662,4937864.9471,2166556.9662,4887864.9471,,
